"id_lugar","id_municipio","id_categoria","nombre","direccion","distancia_al_centro"
611,108,1,Parque Atenas,"28224 Pozuelo de Alarcón Comunidad de Madrid",967.0
612,108,1,Parque Europa,"Avenida de Europa, 1, 28224 Pozuelo de Alarcón Comunidad de Madrid",993.0
613,108,1,Parque Plaza de España,"Avenida de España, 10, 28224 Pozuelo de Alarcón Comunidad de Madrid",1008.0
614,108,1,Cerro Perdigones,Pozuelo de Alarcón Comunidad de Madrid,1066.0
615,108,1,Dog Run,"28224 Pozuelo de Alarcón Comunidad de Madrid",1196.0
616,108,1,Descampado Acacias,N/A,1363.0
617,108,1,Miracle Play,"Carretera Húmera, 92, 28224 Pozuelo de Alarcón Comunidad de Madrid",1417.0
618,108,1,Bule Avenue,N/A,1473.0
619,108,1,Circuito de Bicis y Patines Pozuelo,Pozuelo Comunidad de Madrid,1793.0
620,108,1,Playground,N/A,1909.0
621,108,1,Parque Cerro de los Perdigones,Pozuelo de Alarcón Madrid,1026.0
622,108,1,Parque de las Piedras,Pozuelo de Alarcón Madrid,1676.0
623,108,1,Parque del Dimante,Pozuelo de Alarcón Madrid,1873.0
624,108,2,Bandera España Pozuelo,"28224 Pozuelo de Alarcón Comunidad de Madrid",1716.0
625,113,1,Elfos Empresa de Servicios Pedagogicos,"Calle Santa Ana, 4, 28693 Quijorna Madrid",115.0
626,114,2,Túnel Ave San Pedro,"40194 Segovia Castilla y León",1827.0
627,114,2,Rascafria,Rascafría Madrid,58.0
628,115,2,Iglesia Parroquial de San Juan Bautista,Cabanillas de la Sierra Madrid,1825.0
629,117,1,Parque Bellavista,"Avda. Ramón y Cajal, 28522 Rivas-Vaciamadrid Comunidad de Madrid",456.0
630,117,1,Abracadabra Fiestas Infantiles,"Joaquin Sorolla, 6 (Avenida de la Técnica), 28522 Rivas-Vaciamadrid Comunidad de Madrid",1194.0
631,117,1,Parque para perros,"Capa negra, 28522 Rivas-Vaciamadrid Comunidad de Madrid",436.0
632,117,1,Parque,N/A,921.0
633,117,1,Parque Avda. de los Almendros,Almendros,1332.0
634,117,1,Parque Cerro del Telégrafo,"pilar bardem, Madrid Comunidad de Madrid",1337.0
635,117,1,Parque Ecopolis,N/A,1493.0
636,117,1,Centro de Recursos Ambientales Chico Mendes,"Calle del Enebro, 27, 28522 Rivas-Vaciamadrid Comunidad de Madrid",1557.0
637,117,1,Ludoteca Divertiteca,"Plaza del Monte Ciruelo, 2, 28523 Rivas-Vaciamadrid Comunidad de Madrid",1641.0
638,117,1,Lago CC H2Ocio,N/A,1822.0
639,117,1,Parque Asturias,Principado de Asturias,1974.0
640,117,1,Parque Canino Parque Asturias,Principado de Asturias,1976.0
641,117,1,Mahela,"28522 Rivas-Vaciamadrid Madrid",116.0
642,117,2,Cromadrid,"Carretilla, 3, 28522 Rivas-Vaciamadrid Madrid",1207.0
643,119,1,El Robledillo,Comunidad de Madrid,977.0
644,119,2,Semana Santa,"28013  Madrid",19.0
645,121,1,Parque París,Las Rozas Comunidad de Madrid,971.0
646,121,1,Pinar de las Rozas,Pinar Comunidad de Madrid,1983.0
647,121,1,Jardines del Arcipreste D. Abel Blanco,"Avenida de la Iglesia, 14, 28231 Las Rozas Comunidad de Madrid",241.0
648,121,1,Dog Run,"28230 Las Rozas Comunidad de Madrid",318.0
649,121,1,Lian Centro Infantil,"Calle Esperanza, 4, 28231 Las Rozas Comunidad de Madrid",367.0
650,121,1,Parque de Dublín,"28231 Las Rozas Comunidad de Madrid",384.0
651,121,1,Dog Run,"28231 Las Rozas Comunidad de Madrid",398.0
652,121,1,Parque Nueva Javeriana,"C/ de la Jabonería, 28231 Las Rozas Comunidad de Madrid",480.0
653,121,1,Parque Otero Besteiro,"Calle de la Comunidad de Castilla-la Mancha, 38-78, 28231 Las Rozas Comunidad de Madrid",557.0
654,121,1,Parque botanico,"28231 Las Rozas Comunidad de Madrid",631.0
655,121,1,Parque infantil P.Paris,N/A,641.0
656,121,1,Parque el Montecillo,N/A,673.0
657,121,1,Parque Piscis,"28231 Las Rozas Comunidad de Madrid",685.0
658,121,1,Dog Run,"28230 Las Rozas Comunidad de Madrid",748.0
659,121,1,Parque Mercedes Formica,Comunidad de Madrid,795.0
660,121,1,Parque de los Tubos de las Rozas,"28232 Las Rozas Comunidad de Madrid",797.0
661,121,1,Parque de Lisboa,"Calle Comunidad de Baleares, 1-7, 28231 Las Rozas Comunidad de Madrid",801.0
662,121,1,Parque Infantil Mercedes Formica,"Calle Mercedes Formica, s/n, 28232 Las Rozas Comunidad de Madrid",838.0
663,121,1,Dog Run,"28231 Las Rozas Comunidad de Madrid",1033.0
664,121,1,Parque de Bruselas,"28200 Majadahonda Comunidad de Madrid",1172.0
665,121,1,Dog Run,"28231 Las Rozas Comunidad de Madrid",1180.0
666,121,1,Parque Alejandra y Martina Salas,"Calle Tulipán, 6, 28231 Las Rozas Comunidad de Madrid",1206.0
667,121,1,Area Infantil,Las Rozas Comunidad de Madrid,1210.0
668,121,1,Parque del Dinosaurio,"Calle Clara Campoamor, s/n, 28232 Las Rozas Comunidad de Madrid",1275.0
669,121,1,Descampado Perros,N/A,1447.0
670,121,1,Pipican el Faro,N/A,1470.0
671,121,1,Animal party - fun4u,"Calle Dublín Polígono Industrial Európolis, 37 -b, 28232 Las Rozas Comunidad de Madrid",1576.0
672,121,1,Parque del Arcipreste,"28220 Majadahonda Comunidad de Madrid",1761.0
673,121,1,Sonrisas Centro de Ocio y Tiempo Libre Infantil y Juvenil,"Calle Dublín Polígono Industrial Európolis, 39, 28232 Las Rozas Comunidad de Madrid",1772.0
674,121,1,Parque del Cerro del Aire,"Avda. de España, 28220 Majadahonda Comunidad de Madrid",1787.0
675,121,1,Kids Play,"Mónaco, 36, 28230 Las Rozas de Madrid Madrid",1813.0
676,121,1,Estrella de la muerte,Estrella,1952.0
677,121,1,Parque Paris las Rozas,"28231  Madrid",771.0
678,121,1,Kids Play Parque Iinfantil,"Calle Mónaco Polígono Industrial Európolis, 36, 28232 Las Rozas de Madrid Madrid",1813.0
679,123,1,Diverarte,"28750 San Agustín del Guadalix Comunidad de Madrid",23.0
680,123,1,Parque Municipal,San Agustín del Guadalix Comunidad de Madrid,306.0
681,123,1,Parque de la Vega,N/A,537.0
682,123,1,Parque Lineal de San Agustín de Guadalix,San Agustín Comunidad de Madrid,658.0
683,124,1,Paseo de los Chopos,"28830 San Fernando de Henares Comunidad de Madrid",1319.0
684,124,1,Plaza de España,San Fernando de Henares Comunidad de Madrid,98.0
685,124,1,Plaza Primero de Mayo,"28830 San Fernando de Henares Comunidad de Madrid",404.0
686,124,1,Parque Pablo Neruda,N/A,418.0
687,124,1,Parque Monserat Roig,"Virgen Del Templo, 28830 San Fernando de Henares Comunidad de Madrid",525.0
688,124,1,Parque Dolores Ibárruri,"Av. San Sebastián, 28830 San Fernando de Henares Comunidad de Madrid",701.0
689,124,1,Parque Abogados de Atocha,N/A,817.0
690,124,1,parque Dulce Chacón,N/A,831.0
691,124,1,Parque el General,"Avenida de San Sebastián, 28830 San Fernando de Henares Comunidad de Madrid",899.0
692,124,1,Parque la Rambla,La Rambla,1027.0
693,124,1,Parque Salvador Allende,"C/ Colombia, 28823 Coslada Comunidad de Madrid",1034.0
694,124,1,Parque de el Cerro,"28822 Coslada Comunidad de Madrid",1221.0
695,124,1,Parque de las Casitas,"28822 Coslada Comunidad de Madrid",1708.0
696,124,1,Parque de Carlos Marx,"Calle de Miguel Hernández, 28822 Coslada Comunidad de Madrid",1709.0
697,124,1,Parque Pellas,"Calle Bucarest, 28822 Coslada Comunidad de Madrid",1841.0
698,124,1,El Parque,"Calle  de José Martí, 28822 Coslada Comunidad de Madrid",1962.0
699,124,3,Margin Capital,"Calle Soria, 14, 28830 San Fernando de Henares Comunidad de Madrid",793.0
700,125,1,Parque de la Herreria,El Escorial Comunidad de Madrid,944.0
701,125,1,Parque de los Romeros,"28200 El Escorial Comunidad de Madrid",302.0
702,125,1,Parque de Felipe II,"calle Infantes, 28200 El Escorial Comunidad de Madrid",351.0
703,125,1,Plaza Juan de Herrera,"28200 El Escorial Comunidad de Madrid",377.0
704,125,1,Arboleda Calzada Lonja Monasterio de el Escorial,"28200 El Escorial Comunidad de Madrid",393.0
705,125,1,Parque de Adolfo Suárez,"Paseo de los Alamillos, 28200 El Escorial Comunidad de Madrid",579.0
706,125,1,Parque la Ladera,El Escorial Comunidad de Madrid,787.0
707,125,1,Parque de los Columpios,"28280 El Escorial Comunidad de Madrid",1614.0
708,125,1,Manguilla,N/A,1738.0
709,125,1,Los Jardincillos,El Escorial Comunidad de Madrid,1754.0
710,125,1,Los Romeros,N/A,316.0
711,125,2,Casita del Infante,"Carretera Robledo, s/n, 28200 El Escorial Comunidad de Madrid",1227.0
712,125,2,Ermita de la Virgen de Gracia,"28200 El Escorial Comunidad de Madrid",1707.0
713,125,2,Jardín de los Frailes,"28200 San Lorenzo de el Escorial Madrid",188.0
714,125,2,Monasterio de el Escorial,"San Lorenzo de el Escorial, San Lorenzo de el Escorial, 28200 San Lorenzo de El Escorial Madrid",430.0
715,125,2,Estación de el Escorial,"28280 El Escorial Madrid",1490.0
716,126,1,Parque Tierno Galván,N/A,1372.0
717,127,1,El Bosque Encantado,"Camino de Marañones, 217, 28680 San Martín de Valdeiglesias Comunidad de Madrid",1695.0
718,127,1,Parque de la Estacion,N/A,335.0
719,127,4,Castillo de la Coracera,"Calle de la Cuesta del Castillo, 11, 28680 San Martín de Valdeiglesias Comunidad de Madrid",243.0
720,128,1,Parque Temático del Barco Pirata,Alcobendas Comunidad de Madrid,1188.0
721,128,1,Parque de la Dehesa,San Sebastián de los Reyes Comunidad de Madrid,1560.0
722,128,1,Jardín de la Vega,"Avenida Olímpica Con Una Superficie de 180.000, 28108 Alcobendas Comunidad de Madrid",1334.0
723,128,1,Parque de Andalucía,"28100 Alcobendas Comunidad de Madrid",1923.0
724,128,1,Parque de la Marina,"28703 San Sebastián de los Reyes Comunidad de Madrid",772.0
725,128,1,Parque,"Calle de Ramón Esteban, 30, 28701 Alcobendas Comunidad de Madrid",1040.0
726,128,1,Colorin,"Sacramento, 3, 28701 San Sebastián de los Reyes Comunidad de Madrid",378.0
727,128,1,Área Canina Av. Ramón y Cajal,"28700 San Sebastián de los Reyes Comunidad de Madrid",635.0
728,128,1,Parque de Valencia,"Avenida de España, s/n (c/ Bachiller Alonso López), 28100 Alcobendas Comunidad de Madrid",689.0
729,128,1,La Marina,"Avenida Cataluña, 4 Bajo, 28703 San Sebastián de los Reyes Comunidad de Madrid",701.0
730,128,1,Parque de las Sombras,San Sebastián de los Reyes Comunidad de Madrid,780.0
731,128,1,Parque del Zoco las Pirámides,Madrid,826.0
732,128,1,Club de Ajedrez V Centenario,San Sebastián de los Reyes Comunidad de Madrid,908.0
733,128,1,Parque de Murcia,Alcobendas Comunidad de Madrid,963.0
734,128,1,Parque Camilo Cienfuegos,"Jarama, Alcobendas Comunidad de Madrid",1010.0
735,128,1,Área Canina Parque Comunidad de Madrid,"c/ Jarama, 28100 Alcobendas Comunidad de Madrid",1037.0
736,128,1,Parque Comunidad de Madrid,Comunidad de Madrid,1042.0
737,128,1,Parque Infantil,N/A,1073.0
738,128,1,Área Canina Polideportivo,"C. Teresa Perales, 28100 Alcobendas Comunidad de Madrid",1093.0
739,128,1,Parque de la Artesanía,"Calle de Ramón Fernández Guisasola, 22, 28100 Alcobendas Comunidad de Madrid",1113.0
740,128,1,Parque,N/A,1298.0
741,128,1,Parque,N/A,1428.0
742,128,1,Deposite Aquí las Heces de Su Perro,N/A,1488.0
743,128,1,Cerro del Tambor,Cerro,1495.0
744,128,1,Área Canina Parque Arroyo de la Vega,"Av. de la Ermita, 28100 Alcobendas Comunidad de Madrid",1511.0
745,128,1,Parque Av Valdelasfuentes,San Sebastián de los Reyes Comunidad de Madrid,1548.0
746,128,1,Parque Victimas del Terrorismo,Comunidad de Madrid,1554.0
747,128,1,Colorín Colorado,"Paseo Maria Maeztu, 4, 28707 San Sebastián de los Reyes Comunidad de Madrid",1573.0
819,140,1,pipican Parque Nuevo,N/A,1846.0
748,128,1,Parque Infantil y Ping Pong,"Maestro Luna, s/n, 28100 Alcobendas Comunidad de Madrid",1576.0
749,128,1,Área Canina Parque Navarra,"Calle Marqués de la Valdavia, 90 (Av. de España), 28100 Alcobendas Comunidad de Madrid",1614.0
750,128,1,Área Canina Parque de Navarra,"Calle Marqués de la Valdavia, 90, 28100 Alcobendas Comunidad de Madrid",1620.0
751,128,1,Parque navarra,"28100 Alcobendas Comunidad de Madrid",1645.0
752,128,1,Parque de Extremadura,Alcobendas Comunidad de Madrid,1653.0
753,128,1,Parque de la universidad,"28100 Alcobendas Comunidad de Madrid",1655.0
754,128,1,Área Canina Pq. Valconejero,"Bulevar del Manzanares, 28701 San Sebastián de los Reyes Comunidad de Madrid",1673.0
755,128,1,Área Canina Parque Víctimas del Terrorismo,"c/ Pintor Velázquez, 28100 Alcobendas Comunidad de Madrid",1701.0
756,128,1,Parque arroyo Valconejero,"Paseo Albacete, s/n, 28701 San Sebastián de los Reyes Comunidad de Madrid",1740.0
757,128,1,Parque Dehesa Vieja,"Avda. Quiñones, 28702 San Sebastián de los Reyes Comunidad de Madrid",1776.0
758,128,1,Área canina Parque Andalucía,"Pintor Murillo, 14, 28100 Alcobendas Comunidad de Madrid",1791.0
759,128,1,Área Canina Pq. Valconejero 2,"28702 San Sebastián de los Reyes Comunidad de Madrid",1822.0
760,128,1,Parque de Perros,"Calle de María Moliner, 2A, 28702 San Sebastián de los Reyes Comunidad de Madrid",1834.0
761,128,1,Parque de Perros SanSe,San Sebastián de los Reyes Comunidad de Madrid,1847.0
762,128,1,Recinto Ferial Alcobendas,"Huelva, s/n (Parque de Andalucía), 28100 Alcobendas Comunidad de Madrid",1918.0
763,128,1,Área Canina Parque Castilla la Mancha,"c/ Pintor Murillo, 28100 Alcobendas Comunidad de Madrid",1959.0
764,128,1,Área Canina Clara Campoamor,"Av. de Quiñones, 28700 San Sebastián de los Reyes Comunidad de Madrid",1963.0
765,128,1,Parque de la Marina,"28700  Madrid",655.0
766,128,1,Parque de Félix Rodríguez de la Fuente,Alcobendas Madrid,981.0
767,128,1,Conservera Bromar,"Avenida Antonio Machado, 81, 28700 San Sebastián de los Reyes Madrid",1251.0
768,128,1,Parque de las Cepas,Madrid,1569.0
769,128,2,Monumento a los Reyes Católicos,"Calle de San Onofre, San Sebastián de los Reyes Madrid",504.0
770,128,2,Parroquia de Nuestra Señora de la Moraleja,"Calle de Nardo, 44, 28108 Alcobendas Madrid",1977.0
771,128,10,FORMATO A6 Soluciones Graficas,"Avenida de Somosierra, 12, nave 33, 28703 San Sebastián de los Reyes Comunidad de Madrid",970.0
772,128,3,Antena 3 Televisión,"Avenida Isla Graciosa, s/n, 28700 San Sebastián de los Reyes Comunidad de Madrid",1430.0
773,128,3,Atresmedia,"Avenida Isla Graciosa, 13, 28703 San Sebastián de los Reyes Comunidad de Madrid",1361.0
774,128,3,I3 Television,"Calle Isla de Graciosa, 13, 28703 San Sebastián de los Reyes Comunidad de Madrid",1284.0
775,128,3,Digi24,"Calle de Anabel Segura, 14, Alcobendas Comunidad de Madrid",1556.0
776,128,3,La Sexta,"Avenida Isla Graciosa, 13, 28703 San Sebastián de los Reyes Madrid",1267.0
777,128,3,Antena 3 Televisión,"Isla Fuerteventura, 12, 28700 San Sebastián de los Reyes Madrid",1291.0
778,128,3,Uniprex Valencia Tv,"Fuerteventura, 12, 28703 San Sebastián de los Reyes Madrid",1298.0
779,131,1,Mirador de la Alcarria,"28817 Los Santos de la Humosa Comunidad de Madrid",566.0
780,132,2,Ayuntamiento Braojos de la Sierra,Braojos Madrid,1735.0
781,133,1,Club Agility ESLON,Serranillos del Valle Comunidad de Madrid,1557.0
782,134,1,Parque de Baena,"Juan De Herrwra, Sevilla la Nueva Comunidad de Madrid",174.0
783,134,1,Parque Antón Sevillano,"28609 Sevilla la Nueva Comunidad de Madrid",400.0
784,134,1,Parque el Olivar,"28609 Sevilla la Nueva Comunidad de Madrid",411.0
785,134,2,Plaza Mayor de Brunete,Brunete Madrid,133.0
786,136,1,Parque del Rio,Comunidad de Madrid,219.0
787,136,1,Zoco Real,Comunidad de Madrid,318.0
788,136,1,Parque de los burdiales “Un Clásico”,N/A,912.0
789,136,1,Parque infantil Prado de la Iglesia,N/A,1312.0
790,137,1,La Chopera,"28100 Talamanca de Jarama Comunidad de Madrid",1045.0
791,137,2,Iglesia de San Juan Bautista,La Toba Guadalajara,211.0
792,140,1,Parque ferrocarril,"Avenida de la Costituccion N86, Torrejón de Ardoz Comunidad de Madrid",453.0
793,140,1,Parque del Agua,"28850 Torrejón de Ardoz Comunidad de Madrid",556.0
794,140,1,El Gran Parque,N/A,556.0
795,140,1,Parque San Isidro,San Isidro Madrid,556.0
796,140,1,Parque Veredillas,"28850 Torrejón de Ardoz Comunidad de Madrid",561.0
797,140,1,Parque 11 de Marzo,"Avenida Madrid, 1 (Avenida Virgen de Loreto), Torrejón de Ardoz Comunidad de Madrid",621.0
798,140,1,Parque del Norte,N/A,705.0
799,140,1,Parque Félix Rodríguez de la Fuente,Comunidad de Madrid,978.0
800,140,1,Parque Paseo de la Chopera,N/A,1023.0
801,140,1,Parque Girasol,"28850 Torrejón de Ardoz Comunidad de Madrid",1121.0
802,140,1,Rio Ebro,"28850 Torrejón de Ardoz Comunidad de Madrid",1142.0
803,140,1,Columpios del Parque de los Patos,N/A,1150.0
804,140,1,Parque de los Patos,"Avenida de Madrid, 17, 28850 Torrejón de Ardoz Comunidad de Madrid",1208.0
805,140,1,Parque Maycas,Comunidad de Madrid,1248.0
806,140,1,Parque Rosario,"28850 Torrejón de Ardoz Comunidad de Madrid",1312.0
807,140,1,Parque Madrid,Madrid Comunidad de Madrid,1316.0
808,140,1,Columpios Tras Bar Milan,N/A,1342.0
809,140,1,parque Budapest,N/A,1392.0
810,140,1,Parque Grande,"28850 Torrejón de Ardoz Comunidad de Madrid",1506.0
811,140,1,Parque Plaza del Progreso,Torrejón de Ardoz Comunidad de Madrid,1508.0
812,140,1,Parque Sur,"28850 Torrejón de Ardoz Comunidad de Madrid",1513.0
813,140,1,Parque del Arte,"28850 Torrejón de Ardoz Comunidad de Madrid",1529.0
814,140,1,Parque de los Fresnos,"Zeus, Torrejón de Ardoz Comunidad de Madrid",1530.0
815,140,1,Parque 'la Pradera,"28850  Comunidad de Madrid",1544.0
816,140,1,Parque Alcatel,Torrejón de Ardoz Comunidad de Madrid,1600.0
817,140,1,Parque los Juncales,Torrejón de Ardoz Comunidad de Madrid,1622.0
818,140,1,Parque de las Estrellas,Madrid,1825.0
820,140,1,Parque Residencial Torrejón,"28850 Torrejón de Ardoz Comunidad de Madrid",1962.0
821,140,1,Parque los Fresnos,Torrejón de Ardoz Madrid,1543.0
822,141,1,Airsoft el Cortijo,Comunidad de Madrid,1547.0
823,142,1,Área Infantil,"Calle Francisco Alonso, 28990 Torrejón de Velasco Comunidad de Madrid",321.0
824,142,1,Parque Provincias,"Calle Cuenca, 28990 Torrejón de Velasco Comunidad de Madrid",326.0
825,144,1,Parque JH,N/A,233.0
826,144,1,Parque Pradogrande,N/A,1844.0
827,144,1,Prado Grande,Prado Madrid,1980.0
828,145,2,Torremocha del Jarama,"Carretera M- de Torremocha a Uceda, s/n, 28189 Torremocha de Jarama Comunidad de Madrid",237.0
829,147,1,Parque Central,"28760 Tres Cantos Comunidad de Madrid",244.0
830,147,1,Parque Antonio López,"28760 Tres Cantos Comunidad de Madrid",542.0
831,147,1,Parque Infantil Literatos 1,"Sector de los Literatos, 28, 28760 Tres Cantos Comunidad de Madrid",606.0
832,147,1,Parque Central Tres Cantos,Tres Cantos Comunidad de Madrid,666.0
833,147,1,Bike Park Tres Cantos,Tres Cantos Comunidad de Madrid,676.0
834,147,1,Parque infantil del castillo,N/A,722.0
835,147,1,Parque Infantil Descubridores 1,N/A,768.0
836,147,1,Parque Infantil Pza Constitucion,Tres Cantos Comunidad de Madrid,786.0
837,147,1,Palmera Saharaui,"Avda del Parque, 28760 Tres Cantos Comunidad de Madrid",865.0
838,147,1,Parque Infantil Artesanos 2,"Artesanos, 64, Tres Cantos Comunidad de Madrid",1009.0
839,147,1,Embarcaciones,Comunidad de Madrid,1011.0
840,147,1,Parque Infantil Embarcaciones 4,Tres Cantos Comunidad de Madrid,1038.0
841,147,1,El caballito de Laura,"Calle del Fuego, 1, 28770 Tres Cantos Comunidad de Madrid",1223.0
842,147,1,Parque,N/A,1368.0
843,147,1,Parque de las Siete Leguas,Comunidad de Madrid,1484.0
844,147,1,Mini Parque,"Calle del Tagarral, 10, 28760 Tres Cantos Comunidad de Madrid",1531.0
845,147,1,Parque Sector Islas,N/A,1540.0
846,147,1,Parque Infantil,N/A,1554.0
847,147,1,Parque de los Alcornocales,Comunidad de Madrid,1926.0
848,147,2,Castillo de Soto de Vinuelas,Tres Cantos Comunidad de Madrid,1597.0
849,147,2,ACTION LIVE Tres Cantos,Tres Cantos Madrid,577.0
850,147,2,Plaza de la Estación,"28760 Tres Cantos Madrid",1085.0
851,147,3,Movistar,Tres Cantos Comunidad de Madrid,1113.0
852,147,3,Dts Distribuidora de Television Digital,"Avenida Artesanos, 6, 28760 Tres Cantos Comunidad de Madrid",1125.0
853,147,3,Canal Satelite Digital,"Avenida Artesanos, 6, 28760 Tres Cantos Madrid",1106.0
854,152,2,Puente Mocha,Valdemaqueda Madrid,1002.0
855,153,2,Plaza de toros la Candelaria Valdemorillo,"28210 Valdemorillo Comunidad de Madrid",445.0
856,154,1,Los Lagos,Valdemoro Comunidad de Madrid,1148.0
857,154,1,Parque Enrique Tierno Galván,Valdemoro Comunidad de Madrid,487.0
858,154,1,Parque Forestal Cerro del Castillo,"28343 Valdemoro Comunidad de Madrid",580.0
859,154,1,Parque Nuestra Señora de Monserrat,"Paseo de la estacion, 28340 Valdemoro Comunidad de Madrid",626.0
860,154,1,Parque de Extremadura,N/A,628.0
861,154,1,Parque Enrique Tierno Galván,Comunidad de Madrid,641.0
862,154,1,Parque Perros Agility,N/A,793.0
863,154,1,Parque Duque de Ahumada,"Calle Libertad Numero, 1, 28040 Valdemoro Comunidad de Madrid",794.0
864,154,1,Parque Infantil Hojarasca,N/A,870.0
865,154,1,Parque de las Sombras,N/A,872.0
866,154,1,Parque de las Víctimas del Terrorismo,"28340 Valdemoro Comunidad de Madrid",1002.0
867,154,1,Parque de los Olivos,N/A,1111.0
868,154,1,Parque España,Valdemoro Comunidad de Madrid,1126.0
869,154,1,Parque Bolitas del Airón,"Paseo del Prado, s/n, 28343 Valdemoro Comunidad de Madrid",1141.0
870,154,1,Parque de las Eras,Valdemoro Comunidad de Madrid,1424.0
871,154,1,Guanta,"28341 Valdemoro Comunidad de Madrid",1577.0
872,154,1,Parque Adolfo Suárez,"Antonio Van de Per, 28342 Valdemoro Comunidad de Madrid",1673.0
873,154,1,Playground,N/A,1676.0
874,154,1,Avd. del Mar Adriatico,N/A,1996.0
875,154,1,Parque de las Eras,N/A,1027.0
876,154,1,Ludoteca Chia Junior,"Avenida Hispanoamérica, 50, 28341 Valdemoro Madrid",1528.0
877,154,1,Actilud Infantiles,"Avenida Hispano América, 50, 28341 Valdemoro Madrid",1528.0
878,159,1,Parque de la Hontanilla,"28810 Villalbilla Comunidad de Madrid",1598.0
879,165,1,Parque de la Hontanilla,"28810 Villalbilla Comunidad de Madrid",321.0
880,166,1,Parque Fluvial Villamanrique de Tajo,"28598 Villamanrique de Tajo Comunidad de Madrid",327.0
881,169,1,Arevalo's Park,Arévalo,577.0
882,169,1,Pinar de la Cañada,Cañada,739.0
883,169,1,El Parque del Verano,"28691 Villanueva de la Cañada Comunidad de Madrid",789.0
884,169,1,Parque Infantil Avda Metepec,"Avenida Metepec 2B, 28691 Villanueva de la Cañada Comunidad de Madrid",803.0
885,169,1,Parque del Heiser,N/A,857.0
886,169,1,Parque Infantil,"Avenida De Castilla yLeón, 28691 Villanueva de la Cañada Comunidad de Madrid",1280.0
887,169,2,Complejo Deportivo Santiago Apóstol,"Avenida Polideportivo, s/n, 28691 Villanueva de la Cañada Comunidad de Madrid",985.0
888,169,2,Centro Deportivo San Isidro,Villanueva de la Cañada,809.0
889,169,2,Piscina Cubierta Municipal,Villanueva de la Cañada Córdoba,962.0
890,170,1,Fiestas de Villanueva del Pardillo,N/A,337.0
891,170,1,Ocio Infantil,"Gral. Mola, 13, 28229 Villanueva del Pardillo Comunidad de Madrid",582.0
892,170,1,Parque de al Lado del Rio,Comunidad de Madrid,596.0
893,170,1,Parque Antonio Machado,Villanueva del Pardillo Comunidad de Madrid,599.0
894,170,1,Parque del Reloj,"Avda. De Madrid, Villanueva del Pardillo Comunidad de Madrid",695.0
895,170,1,Parque de la Tirolina,"28229 Villanueva del Pardillo Comunidad de Madrid",1339.0
896,173,1,Parque Infantil,"c/ Viso, 28590 Villarejo de Salvanés Comunidad de Madrid",526.0
897,174,1,Mi Mundo,"Avenida de las Nieves, 35, 28935 Móstoles Comunidad de Madrid",1747.0
898,174,1,Parque de las Margaritas,N/A,350.0
899,174,1,Pinar del Castillo,Pinar,422.0
900,174,1,Parque Vicente Ferrer,N/A,710.0
901,174,1,Parque Antonio Machado,"28670 Villaviciosa de Odón Comunidad de Madrid",792.0
902,174,1,Parque Vaillo,Villaviciosa de Odón Comunidad de Madrid,836.0
903,174,1,Matadero de Villaviciosa CQB ARISOFT,"28670 Villaviciosa de Odón Comunidad de Madrid",1043.0
904,174,1,Parque del Castillo,"Avenida del Castillo, 28670 Villaviciosa de Odón Comunidad de Madrid",1626.0
905,174,2,Discoteca Doblón,"Avenida Principe de Asturias, 94, Villaviciosa de Odón Madrid",747.0
906,176,1,Pinar Zarzalejo,Pinar,1577.0
907,176,1,Parque Pedro Rodríguez-Ponga,"Avenida de la Estación, 45, Zarzalejo Comunidad de Madrid",1803.0
